execution_order,dry_run_manifest_row_number,batch_id,stage,evidence_condition,request_id,execution_mode,model_execution_enabled,api_calls_planned,model_calls_planned,raw_prompt_instance_written,raw_response_written,jsonl_written,expected_sanitized_output_path,approval_required_before_execution
1,1,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0001,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
2,2,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0002,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
3,3,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0003,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
4,4,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0004,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
5,5,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0005,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
6,6,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0006,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
7,7,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0007,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
8,8,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0008,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
9,9,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0009,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
10,10,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0010,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
11,11,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0011,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
12,12,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0012,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
13,13,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0013,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
14,14,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0014,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
15,15,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0015,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
16,16,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0016,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
17,17,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0017,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
18,18,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0018,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
19,19,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0019,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
20,20,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0020,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
21,21,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0021,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
22,22,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0022,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
23,23,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0023,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
24,24,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0024,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
25,25,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0025,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
26,26,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0026,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
27,27,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0027,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
28,28,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0028,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
29,29,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0029,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
30,30,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0030,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
31,31,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0031,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
32,32,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0032,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
33,33,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0033,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
34,34,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0034,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
35,35,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0035,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
36,36,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0036,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
37,37,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0037,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
38,38,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0038,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
39,39,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0039,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
40,40,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0040,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
41,41,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0041,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
42,42,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0042,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
43,43,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0043,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
44,44,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0044,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
45,45,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0045,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
46,46,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0046,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
47,47,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0047,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
48,48,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0048,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
49,49,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0049,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
50,50,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0050,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
51,51,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0051,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
52,52,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0052,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
53,53,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0053,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
54,54,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0054,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
55,55,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0055,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
56,56,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0056,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
57,57,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0057,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
58,58,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0058,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
59,59,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0059,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
60,60,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0060,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
61,61,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0061,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
62,62,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0062,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
63,63,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0063,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
64,64,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0064,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
65,65,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0065,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
66,66,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0066,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
67,67,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0067,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
68,68,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0068,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
69,69,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0069,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
70,70,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0070,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
71,71,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0071,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
72,72,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0072,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
73,73,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0073,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
74,74,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0074,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
75,75,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0075,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
76,76,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0076,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
77,77,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0077,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
78,78,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0078,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
79,79,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0079,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
80,80,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0080,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
81,81,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0081,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
82,82,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0082,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
83,83,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0083,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
84,84,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0084,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
85,85,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0085,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
86,86,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0086,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
87,87,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0087,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
88,88,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0088,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
89,89,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0089,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
90,90,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0090,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
91,91,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0091,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
92,92,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0092,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
93,93,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0093,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
94,94,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0094,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
95,95,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0095,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
96,96,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0096,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
97,97,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0097,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
98,98,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0098,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
99,99,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0099,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
100,100,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0100,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
101,101,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0101,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
102,102,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0102,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
103,103,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0103,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
104,104,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0104,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
